id,title,topic_tags,difficulty,problem_URL,solution_URL
1583,Count Unhappy Friends,"{Array,Simulation}",Medium,https://leetcode.com/problems/count-unhappy-friends,https://leetcode.com/problems/count-unhappy-friends/solution
1584,Min Cost to Connect All Points,"{Array,Union Find,Graph,Minimum Spanning Tree}",Medium,https://leetcode.com/problems/min-cost-to-connect-all-points,https://leetcode.com/problems/min-cost-to-connect-all-points/solution
1585,Check If String Is Transformable With Substring Sort Operations,"{String,Greedy,Sorting}",Hard,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/solution
1586,Binary Search Tree Iterator II,{},Medium,https://leetcode.com/problems/binary-search-tree-iterator-ii,https://leetcode.com/problems/binary-search-tree-iterator-ii/solution
1587,Bank Account Summary II,{Database},Easy,https://leetcode.com/problems/bank-account-summary-ii,https://leetcode.com/problems/bank-account-summary-ii/solution
1588,Sum of All Odd Length Subarrays,"{Array,Math,Prefix Sum}",Easy,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays/solution
1589,Maximum Sum Obtained of Any Permutation,"{Array,Greedy,Sorting,Prefix Sum}",Medium,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation/solution
1590,Make Sum Divisible by P,"{Array,Hash Table,Prefix Sum}",Medium,https://leetcode.com/problems/make-sum-divisible-by-p,https://leetcode.com/problems/make-sum-divisible-by-p/solution
1591,Strange Printer II,"{Array,Graph,Topological Sort,Matrix}",Hard,https://leetcode.com/problems/strange-printer-ii,https://leetcode.com/problems/strange-printer-ii/solution
1592,Rearrange Spaces Between Words,{String},Easy,https://leetcode.com/problems/rearrange-spaces-between-words,https://leetcode.com/problems/rearrange-spaces-between-words/solution
1593,Split a String Into the Max Number of Unique Substrings,"{Hash Table,String,Backtracking}",Medium,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/solution
1594,Maximum Non Negative Product in a Matrix,"{Array,Dynamic Programming,Matrix}",Medium,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/solution
1595,Minimum Cost to Connect Two Groups of Points,"{Array,Dynamic Programming,Bit Manipulation,Matrix,Bitmask}",Hard,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/solution
1596,The Most Frequently Ordered Products for Each Customer,{},Medium,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer,https://leetcode.com/problems/the-most-frequently-ordered-products-for-each-customer/solution
1597,Build Binary Expression Tree From Infix Expression,{},Hard,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/solution
1598,Crawler Log Folder,"{Array,String,Stack}",Easy,https://leetcode.com/problems/crawler-log-folder,https://leetcode.com/problems/crawler-log-folder/solution
1599,Maximum Profit of Operating a Centennial Wheel,"{Array,Simulation}",Medium,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel/solution
1600,Throne Inheritance,"{Hash Table,Tree,Depth-First Search,Design}",Medium,https://leetcode.com/problems/throne-inheritance,https://leetcode.com/problems/throne-inheritance/solution
1601,Maximum Number of Achievable Transfer Requests,"{Array,Backtracking,Bit Manipulation,Enumeration}",Hard,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/solution
1602,Find Nearest Right Node in Binary Tree,{},Medium,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/solution
1603,Design Parking System,"{Design,Simulation,Counting}",Easy,https://leetcode.com/problems/design-parking-system,https://leetcode.com/problems/design-parking-system/solution
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,"{Array,Hash Table,String,Sorting}",Medium,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period/solution
1605,Find Valid Matrix Given Row and Column Sums,"{Array,Greedy,Matrix}",Medium,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/solution
1606,Find Servers That Handled Most Number of Requests,"{Array,Greedy,Heap (Priority Queue),Ordered Set}",Hard,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/solution
1607,Sellers With No Sales,{},Easy,https://leetcode.com/problems/sellers-with-no-sales,https://leetcode.com/problems/sellers-with-no-sales/solution
1608,Special Array With X Elements Greater Than or Equal X,"{Array,Binary Search,Sorting}",Easy,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/solution
1609,Even Odd Tree,"{Tree,Breadth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/even-odd-tree,https://leetcode.com/problems/even-odd-tree/solution
1610,Maximum Number of Visible Points,"{Array,Math,Geometry,Sliding Window,Sorting}",Hard,https://leetcode.com/problems/maximum-number-of-visible-points,https://leetcode.com/problems/maximum-number-of-visible-points/solution
1611,Minimum One Bit Operations to Make Integers Zero,"{Dynamic Programming,Bit Manipulation,Memoization}",Hard,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero/solution
1612,Check If Two Expression Trees are Equivalent,{},Medium,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/solution
1613,Find the Missing IDs,{},Medium,https://leetcode.com/problems/find-the-missing-ids,https://leetcode.com/problems/find-the-missing-ids/solution
1614,Maximum Nesting Depth of the Parentheses,"{String,Stack}",Easy,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/solution
1615,Maximal Network Rank,{Graph},Medium,https://leetcode.com/problems/maximal-network-rank,https://leetcode.com/problems/maximal-network-rank/solution
1616,Split Two Strings to Make Palindrome,"{Two Pointers,String}",Medium,https://leetcode.com/problems/split-two-strings-to-make-palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome/solution
1617,Count Subtrees With Max Distance Between Cities,"{Dynamic Programming,Bit Manipulation,Tree,Enumeration,Bitmask}",Hard,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities/solution
1618,Maximum Font to Fit a Sentence in a Screen,{},Medium,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,https://leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen/solution
1619,Mean of Array After Removing Some Elements,"{Array,Sorting}",Easy,https://leetcode.com/problems/mean-of-array-after-removing-some-elements,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/solution
1620,Coordinate With Maximum Network Quality,"{Array,Enumeration}",Medium,https://leetcode.com/problems/coordinate-with-maximum-network-quality,https://leetcode.com/problems/coordinate-with-maximum-network-quality/solution
1621,Number of Sets of K Non-Overlapping Line Segments,"{Math,Dynamic Programming}",Medium,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments/solution
1622,Fancy Sequence,"{Math,Design,Segment Tree}",Hard,https://leetcode.com/problems/fancy-sequence,https://leetcode.com/problems/fancy-sequence/solution
1623,All Valid Triplets That Can Represent a Country,{},Easy,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country,https://leetcode.com/problems/all-valid-triplets-that-can-represent-a-country/solution
1624,Largest Substring Between Two Equal Characters,"{Hash Table,String}",Easy,https://leetcode.com/problems/largest-substring-between-two-equal-characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters/solution
1625,Lexicographically Smallest String After Applying Operations,"{String,Breadth-First Search}",Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations/solution
1626,Best Team With No Conflicts,"{Array,Dynamic Programming,Sorting}",Medium,https://leetcode.com/problems/best-team-with-no-conflicts,https://leetcode.com/problems/best-team-with-no-conflicts/solution
1627,Graph Connectivity With Threshold,"{Array,Math,Union Find,Number Theory}",Hard,https://leetcode.com/problems/graph-connectivity-with-threshold,https://leetcode.com/problems/graph-connectivity-with-threshold/solution
1628,Design an Expression Tree With Evaluate Function,{},Medium,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/solution
1629,Slowest Key,"{Array,String}",Easy,https://leetcode.com/problems/slowest-key,https://leetcode.com/problems/slowest-key/solution
1630,Arithmetic Subarrays,"{Array,Sorting}",Medium,https://leetcode.com/problems/arithmetic-subarrays,https://leetcode.com/problems/arithmetic-subarrays/solution
1631,Path With Minimum Effort,"{Array,Binary Search,Depth-First Search,Breadth-First Search,Union Find,Heap (Priority Queue),Matrix}",Medium,https://leetcode.com/problems/path-with-minimum-effort,https://leetcode.com/problems/path-with-minimum-effort/solution
1632,Rank Transform of a Matrix,"{Array,Union Find,Graph,Topological Sort,Sorting,Matrix}",Hard,https://leetcode.com/problems/rank-transform-of-a-matrix,https://leetcode.com/problems/rank-transform-of-a-matrix/solution
1633,Percentage of Users Attended a Contest,{Database},Easy,https://leetcode.com/problems/percentage-of-users-attended-a-contest,https://leetcode.com/problems/percentage-of-users-attended-a-contest/solution
1634,Add Two Polynomials Represented as Linked Lists,{},Medium,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/solution
1635,Hopper Company Queries I,{},Hard,https://leetcode.com/problems/hopper-company-queries-i,https://leetcode.com/problems/hopper-company-queries-i/solution
1636,Sort Array by Increasing Frequency,"{Array,Hash Table,Sorting}",Easy,https://leetcode.com/problems/sort-array-by-increasing-frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency/solution
1637,Widest Vertical Area Between Two Points Containing No Points,"{Array,Sorting}",Medium,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/solution
1638,Count Substrings That Differ by One Character,"{Hash Table,String,Dynamic Programming}",Medium,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character/solution
1639,Number of Ways to Form a Target String Given a Dictionary,"{Array,String,Dynamic Programming}",Hard,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/solution
1640,Check Array Formation Through Concatenation,"{Array,Hash Table}",Easy,https://leetcode.com/problems/check-array-formation-through-concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation/solution
1641,Count Sorted Vowel Strings,"{Math,Dynamic Programming,Combinatorics}",Medium,https://leetcode.com/problems/count-sorted-vowel-strings,https://leetcode.com/problems/count-sorted-vowel-strings/solution
1642,Furthest Building You Can Reach,"{Array,Greedy,Heap (Priority Queue)}",Medium,https://leetcode.com/problems/furthest-building-you-can-reach,https://leetcode.com/problems/furthest-building-you-can-reach/solution
1643,Kth Smallest Instructions,"{Array,Math,Dynamic Programming,Combinatorics}",Hard,https://leetcode.com/problems/kth-smallest-instructions,https://leetcode.com/problems/kth-smallest-instructions/solution
1644,Lowest Common Ancestor of a Binary Tree II,{},Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/solution
1645,Hopper Company Queries II,{},Hard,https://leetcode.com/problems/hopper-company-queries-ii,https://leetcode.com/problems/hopper-company-queries-ii/solution
1646,Get Maximum in Generated Array,"{Array,Dynamic Programming,Simulation}",Easy,https://leetcode.com/problems/get-maximum-in-generated-array,https://leetcode.com/problems/get-maximum-in-generated-array/solution
1647,Minimum Deletions to Make Character Frequencies Unique,"{Hash Table,String,Greedy,Sorting}",Medium,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/solution
